"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"241",5,2013,2,21,2013-02-21,30.6,14.1,1009.7,10,17.3,21,29.9,36,28,0.03,0,498
"242",1,2013,2,3,2013-02-03,30.7,24.5,1012,8.2,9.8,17.1,22.9,36,25,0.01,0,445
"243",7,2019,2,2,2019-02-02,23.5,10.5,1023.7,10,11.8,25.1,32.1,36,10.9,0,0,577
"244",5,2015,2,19,2015-02-19,27,19.7,1003.6,6.9,11,25.1,32.1,36,19.9,0,0,515
"245",6,2016,2,12,2016-02-12,19.3,4.2,1019.2,10,14,24.1,35.9,36,15.1,0,0,628
"246",3,2013,2,19,2013-02-19,36.7,25.4,1019,10,10.6,15.9,26,46,30,0.11,0,477
"247",2,2015,2,2,2015-02-02,33.1,27.4,1014.4,5.7,12.8,27,36.9,46,19.9,0,1,680
"248",5,2019,2,21,2019-02-21,36.8,32.9,1016.1,6.4,13.3,24.1,33,46,23,0.24,1,597
"249",3,2017,2,21,2017-02-21,37.1,26.6,1026.3,10,6.9,12,15.6,46,30,0,0,483
"250",1,2019,2,17,2019-02-17,30.9,20.8,1016.9,10,7.6,14,22,46,25,0.01,0,439
"251",3,2015,2,3,2015-02-03,21,11.7,1016.9,9.3,17.6,33,42.9,46,14,0.86,0,740
"252",1,2018,2,4,2018-02-04,37.8,34.1,1026.4,9.1,13.4,22,28,46,30,0,0,541
"253",6,2019,2,22,2019-02-22,38.3,26.1,1022.3,10,8.7,14,18.2,46,30.9,0.2,0,546
"254",4,2018,2,28,2018-02-28,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,0,654
"255",7,2018,2,10,2018-02-10,41.6,39,1028.8,9,11.3,15,19.5,48,21.9,0,0,549
"256",3,2018,2,20,2018-02-20,45.6,45.5,1027.6,2.9,12.4,18.1,24.1,48,44.1,0.06,1,535
"257",2,2013,2,11,2013-02-11,36.4,32,1022.1,7.6,9.8,21,28.9,48,24.1,0,0,475
"258",2,2017,2,27,2017-02-27,39.1,25.5,1026.8,10,13.2,19,28,48,30,0,0,540
"259",4,2017,2,8,2017-02-08,46.2,43.9,1004.2,2.8,10.1,19,26,50,42.1,0.13,1,673
"260",3,2019,2,5,2019-02-05,43,42.1,1014.2,3,4.8,9.9,12.87,50,34,0,1,570
"261",6,2014,2,21,2014-02-21,42.2,40,1017.2,3.9,10.4,19,26,50,35.1,0.26,1,545
"262",4,2019,2,6,2019-02-06,39.1,31.5,1020.4,9.9,9.7,14,15.9,50,33.1,0,0,615
"263",3,2016,2,16,2016-02-16,44.5,41.7,1018.9,4.8,18.5,26,38.1,50,36,0.02,1,615
"264",5,2014,2,20,2014-02-20,39.6,32.2,1018.5,7.1,10.4,15.9,26,50,23,0.19,0,556
"265",6,2014,2,14,2014-02-14,40.2,35.7,989.5,5.7,20.1,35.9,47,50,30,1.41,1,792
"266",4,2016,2,17,2016-02-17,41.5,35.8,1011.9,6.2,12,17.1,22,50,35.1,1.02,1,525
"267",1,2018,2,11,2018-02-11,46.3,46.3,1017.9,1.2,9.7,18.1,26,52,36,0.61,1,479
"268",2,2018,2,12,2018-02-12,45,44.2,1021.3,3.9,13.6,26,39,52,34,1.67,1,543
"269",7,2018,2,17,2018-02-17,35.9,24.8,1023.7,10,13.1,22,28.9,52,30,0.1,0,604
"270",6,2018,2,16,2018-02-16,44.8,44.6,1003.8,2.9,8.8,18.1,26,52,37.9,0.14,1,582
"271",2,2016,2,1,2016-02-01,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,0,716
"272",3,2016,2,2,2016-02-02,43.2,32.2,1021.5,10,6.5,14,18.2,52,34,0.07,0,711
"273",1,2016,2,21,2016-02-21,46.8,38.5,1010.7,8.4,11.2,14,18.2,54,39,0,0,481
"274",5,2016,2,4,2016-02-04,51.6,49.4,1015.2,3.1,13,21,28,54,35.1,0.75,1,609
"275",6,2017,2,24,2017-02-24,47.5,44.3,1015,6.9,10,15.9,20.67,54,39.9,0,1,657
"276",2,2016,2,29,2016-02-29,47.8,40.9,1006.4,7.2,17,21,27,54,39.9,0,0,616
"277",2,2016,2,22,2016-02-22,41.8,31.7,1017.1,10,9.2,15.9,22.9,54,32,0.07,0,615
"278",6,2016,2,5,2016-02-05,40.8,38.4,1012.4,3.5,17.9,31.1,44.1,54,32,1.44,1,607
"279",2,2014,2,10,2014-02-10,28.9,18.8,1015.7,9,9,19,26,37,23,0,0,678
"280",1,2019,2,3,2019-02-03,35.4,28,1019.9,8.1,10.4,21,31.1,37,28.9,0,0,490
"281",7,2015,2,21,2015-02-21,21.9,10.6,1031.6,10,8.5,15.9,20.67,37,3.9,0,0,517
"282",3,2019,2,19,2019-02-19,25.9,12.6,1028.5,10,15.1,24.1,29.9,37,19.9,0.11,0,527
"283",4,2015,2,11,2015-02-11,32.6,23.3,1014,9.9,23.9,29.9,40,37,30.9,0.01,0,610
"284",1,2014,2,9,2014-02-09,30.3,18.2,1018.7,10,4.9,9.9,12.87,37,21.9,0,0,450
"285",5,2014,2,6,2014-02-06,30.4,24.5,1018.1,8.6,11.5,17.1,24.1,37,24.1,0.56,0,569
"286",1,2013,2,17,2013-02-17,30.9,25.6,998.1,4.2,23.6,34,49.9,39,23,0.01,1,447
"287",7,2014,2,15,2014-02-15,35.2,28.8,1006.5,7.3,11.8,27,35.9,39,28,0.02,0,516
"288",6,2017,2,17,2017-02-17,31.8,17.3,1004,10,14,19,27,39,26.1,0,0,680
"289",1,2014,2,16,2014-02-16,29.8,22.4,1004.2,7.5,20.2,34,45.1,39,25,0.63,1,464
"290",7,2014,2,1,2014-02-01,35.6,25.1,1024.8,10,4.8,8,10.4,41,30.9,0,0,507
"291",1,2015,2,22,2015-02-22,36,34,1021.6,2.6,7.7,22,28,41,33.1,0.82,1,519
"292",7,2013,2,23,2013-02-23,36.3,29.8,1022.9,9.7,7,15,19.5,41,30.9,0,0,521
"293",7,2017,2,11,2017-02-11,32,24.7,1017.1,8.4,10,18.1,22.9,41,16,0.01,0,511
"294",3,2014,2,4,2014-02-04,32.5,26.2,1027.2,10,7.8,14,18.2,41,27,0.61,0,613
"295",2,2015,2,23,2015-02-23,29.4,19.6,1020.2,6,8.9,18.1,25.1,41,21,0.25,1,574
"296",1,2017,2,12,2017-02-12,35.6,32.1,1015.8,7.9,15.2,21,29.9,41,23,0.3,0,439
"297",4,2013,2,13,2013-02-13,36.1,25.2,1010.6,10,7.7,15,19.5,41,26.1,0,0,570
"298",7,2019,2,23,2019-02-23,34.8,27.7,1030.2,10,4.9,8.9,11.57,43,30,0,0,439
"299",2,2013,2,25,2013-02-25,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,0,490
"300",5,2019,2,7,2019-02-07,39.1,37.9,1019.5,4.5,11.8,21,26,43,33.1,0.33,0,588
"301",5,2013,2,14,2013-02-14,36.6,29.3,1010.5,8.4,8.9,15.9,21,43,28,0.11,0,631
"302",7,2018,2,3,2018-02-03,19.8,8.6,1026.5,10,16.5,22.9,28,43,12.9,0.08,0,478
"303",3,2016,2,23,2016-02-23,36.5,26.3,1028.2,10,9.9,15.9,22.9,45,28.9,0.04,0,623
"304",6,2019,2,8,2019-02-08,40.6,39.4,1012.4,3,9.8,15.9,22.9,45,36,0.02,1,661
"305",4,2017,2,1,2017-02-01,38.7,31.3,1011.6,9.7,10.5,21,27,45,21.9,0,0,574
"306",1,2014,2,2,2014-02-02,39.3,37.2,1016.5,5.5,8.7,15,20,45,30.9,0.1,1,417
"307",3,2013,2,26,2013-02-26,35,26.7,1025.2,10,5,11.1,15.9,45,27,0.02,0,537
"308",3,2013,2,12,2013-02-12,41.4,36.6,1006.1,6.5,11.9,18.1,27,45,36,0.36,1,498
"309",1,2018,2,18,2018-02-18,39.4,34.8,1021,8.3,12.4,21,29.9,45,33.1,0.55,0,472
"310",2,2014,2,3,2014-02-03,36.5,33.6,1018.2,5.3,9.1,15,18.1,45,32,0.06,1,960
"311",7,2016,2,6,2016-02-06,32.3,23.3,1026.1,9.9,12.1,28,35,45,28,1.05,0,553
"312",7,2019,2,9,2019-02-09,31.5,10.3,1024.7,10,16.4,22.9,33,45,25,0,0,540
"313",5,2017,2,2,2017-02-02,37.7,24.2,1016,10,9.9,20,27,45,30,0,0,586
"314",6,2016,2,26,2016-02-26,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57,35.1,0.04,0,476
"315",1,2017,2,19,2017-02-19,47.8,36.9,1005.4,9.5,13.9,17.1,24.1,57,41,0,0,438
"316",2,2017,2,20,2017-02-20,41.9,29.5,1016.8,10,11.7,19,25.1,59,36,0,0,428
"317",6,2013,2,15,2013-02-15,38.6,33.2,1017,9.8,6,11.1,14.43,46.9,28,0,0,604
"318",4,2013,2,20,2013-02-20,38.7,28.9,1004.5,8.5,16.9,27,35.9,46.9,30.9,0.65,0,510
"319",4,2017,2,22,2017-02-22,40.6,35.2,1018,9.7,7.8,12,15.6,46.9,32,0,0,477
"320",2,2019,2,25,2019-02-25,38.7,25.2,999.2,8.4,24.3,31.1,42.9,46.9,33.1,0.63,0,700
"321",1,2013,2,24,2013-02-24,42.6,40.7,1004.7,4.3,17.1,24.1,38.1,46.9,37.9,1.07,0,426
"322",2,2018,2,26,2018-02-26,42.1,40.1,1016.7,6.5,10.7,15,19.5,46.9,39,0.72,1,557
"323",1,2019,2,24,2019-02-24,40.5,37.9,1018.9,5.7,14.1,28,34,46.9,30,0.01,1,401
"324",2,2014,2,24,2014-02-24,37.5,25.8,1008.3,9.7,10.3,18.1,28.9,46.9,30.9,0.09,0,569
"325",5,2019,2,14,2019-02-14,35.5,19.5,1012.2,10,15.9,22,33,46.9,32,0.03,0,664
"326",2,2018,2,5,2018-02-05,42.5,38.1,1008.3,5.1,14.1,20,29.9,46.9,33.1,1.28,1,706
"327",3,2017,2,7,2017-02-07,38.1,32.2,1017.1,8.4,9.2,22,29.9,46.9,25,0,0,626
"328",2,2018,2,19,2018-02-19,38.1,35.4,1033.5,9.6,8.3,14,18.2,46.9,26.1,0.01,0,435
"329",7,2017,2,18,2017-02-18,37,26.6,1008.7,9.8,10.4,17.1,22.23,46.9,24.1,0,0,570
"330",5,2013,2,28,2013-02-28,41.4,38.9,1002.1,7.2,7.8,14,18.2,46.9,39,0.32,1,517
"331",4,2019,2,13,2019-02-13,41.1,37,1003.4,4.4,17.9,27,34,46.9,24.1,0.3,1,639
"332",4,2013,2,27,2013-02-27,44.1,41,1014.7,5.9,18,29.9,40,46.9,39,0.24,1,550
"333",1,2014,2,23,2014-02-23,42,36.9,1015.4,9.5,9.1,13,16.9,46.9,34,0,0,414
"334",3,2018,2,27,2018-02-27,40.3,29.3,1024.2,10,8.9,15.9,20.67,46.9,28,0,0,631
"335",3,2018,2,6,2018-02-06,30,20.2,1026.9,10,4.8,11.1,14.43,46.9,19.9,0.12,0,545
"336",3,2017,2,28,2017-02-28,44.2,39.9,1029.7,9,7.9,13,16.9,48.9,30,0,0,591
"337",7,2018,2,24,2018-02-24,42.3,41.5,1020.5,5,11.4,21,27,48.9,35.1,0.09,1,540
"338",2,2019,2,4,2019-02-04,39.7,36.7,1019.4,7.5,7.3,9.9,12.87,48.9,28,0,0,651
"339",6,2018,2,23,2018-02-23,37.5,32.5,1036.3,9.7,10.6,15,19.5,48.9,34,0.03,0,548
"340",1,2016,2,28,2016-02-28,42.8,31.7,1013.4,10,16.6,21,27,48.9,25,0,0,509
"341",4,2018,2,21,2018-02-21,45.9,45.9,1026.2,0.2,13.3,18.1,23.53,48.9,44.1,0.02,1,601
"342",5,2014,2,13,2014-02-13,37,32,1022.3,6.3,13.4,25.1,36.9,48.9,18,0,1,447
"343",5,2018,2,22,2018-02-22,43.1,38.6,1033.5,8.3,13.8,18.1,22.9,48.9,35.1,0.03,1,550
"344",7,2016,2,20,2016-02-20,42.8,36.4,1018.4,8.8,12.5,15.9,21,48.9,32,0.03,0,555
"345",5,2017,2,23,2017-02-23,44,41.7,1012.7,5.2,8.2,14,18.2,48.9,37,0,1,581
"346",6,2019,2,15,2019-02-15,39.8,36,1015,8.2,14.2,25.1,32.1,48.9,30,0,0,616
"347",1,2018,2,25,2018-02-25,42.5,41.5,1021.5,6.4,12.3,22.9,31.1,48.9,39,0.21,1,448
"348",5,2018,2,8,2018-02-08,34.6,28.2,1020.8,8.4,14.5,22,34,48.9,21.9,0.62,0,616
"349",7,2019,2,16,2019-02-16,41.1,32.4,1007.1,7.9,10.6,20,26,48.9,30,0.05,0,535
"350",4,2018,2,7,2018-02-07,36.4,32.6,1030.4,8.4,9.5,19,33,48.9,19.9,0,1,653
"351",4,2014,2,5,2014-02-05,32.3,29.1,1018.9,6.3,9.2,22.9,31.1,37.4,24.1,0.1,0,468
"352",2,2019,2,18,2019-02-18,32.8,30.3,1013.3,6.3,8,17.1,25.1,37.4,24.1,0.17,0,406
"353",7,2013,2,9,2013-02-09,29.2,25.8,997.4,1.2,35.3,49,63.9,37.4,23,1.64,1,403
"354",1,2015,2,8,2015-02-08,34.5,29.9,1015.9,7.6,6,9.9,12.87,37.9,21.9,0,0,394
"355",3,2015,2,10,2015-02-10,36.4,32.9,1013.9,7.4,21.1,27,34,37.9,35.1,0.07,0,571
"356",2,2015,2,9,2015-02-09,37.1,34.3,1014.1,6.3,14.9,20,28,37.9,30.9,0.04,0,547
"357",4,2016,2,10,2016-02-10,33.5,28,1002.2,9.1,4.2,8.9,11.57,37.9,28,0,0,537
"358",6,2013,2,8,2013-02-08,34.3,28.5,1026,7.3,16.3,36.9,51.1,37.9,26.1,0,0,703
"359",5,2016,2,11,2016-02-11,31.5,21.3,1005.7,9.5,11.2,21,31.1,37.9,23,0.01,0,622
"360",6,2015,2,6,2015-02-06,16.8,5,1018.5,9.8,15.8,26,38.1,39.9,10.9,0.01,0,652
"361",6,2016,2,19,2016-02-19,34.7,21.7,1031.3,10,10.7,18.1,24.1,39.9,32,0,0,532
"362",5,2015,2,5,2015-02-05,34.1,28.9,1012.6,7.2,12.9,28.9,40,39.9,15.1,0,1,569
"363",6,2013,2,1,2013-02-01,33.1,15.5,1007,10,18.2,27,38.1,39.9,30,0.23,0,574
"364",4,2015,2,4,2015-02-04,28.1,18.4,1024.9,10,7.6,12,15.6,39.9,14,0,0,585
"365",6,2013,2,22,2013-02-22,35.4,25.4,1022.3,9.8,14.2,21,28.9,39.9,30.9,0,1,531
"366",7,2017,2,25,2017-02-25,49.8,46.6,1010.5,6.5,10.1,15.9,20.67,57.9,44.1,0,1,573
"367",1,2017,2,26,2017-02-26,43,31.2,1008.4,7.3,14.3,22.9,29.9,57.9,37.9,0,1,462
"368",6,2019,2,1,2019-02-01,17.6,-1.7,1027.8,9.8,10.9,18.1,24.1,21.9,8.1,0,0,651
"369",3,2015,2,17,2015-02-17,21.7,11.8,1014.9,6.5,7.7,15.9,22,28.9,17.1,0,0,620
"370",5,2019,2,28,2019-02-28,26,18.6,1020,7.4,8,18.1,22,30.9,17.1,0.04,0,699
"371",4,2014,2,26,2014-02-26,25.8,12.6,1012.3,8.9,8,17.1,21,30.9,21,0,0,511
"372",6,2015,2,27,2015-02-27,24.2,12.2,1023.7,10,9.3,15.9,20.67,30.9,19.9,0,0,703
"373",2,2013,2,4,2013-02-04,29,16.9,1008.3,8.8,15.5,20,28,30.9,26.6,0,0,553
"374",4,2015,2,25,2015-02-25,29.9,21.8,1009.4,7.9,12.4,20,27,33.8,23,0.02,0,628
"375",7,2014,2,22,2014-02-22,41.4,36.5,1015.1,7.1,11,22,28.9,51.8,33.8,0.44,1,587
"376",4,2013,2,6,2013-02-06,34.8,30.4,1014.9,9,6.1,13,17.1,39.2,32,0.02,0,566
"377",5,2016,2,25,2016-02-25,51,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45,0.18,1,663
"378",3,2019,2,26,2019-02-26,29.2,6.8,1019.3,10,20.2,26,42,42.1,26.1,0,0,670
"379",3,2016,2,9,2016-02-09,33.1,27.8,1003.6,8.1,11.5,21,28,42.1,30.9,0.06,0,571
"380",6,2018,2,9,2018-02-09,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,0,583
"381",3,2014,2,18,2014-02-18,28.2,18.5,1023.6,9,12.7,26,32.1,42.1,9,0,0,518
"382",3,2014,2,25,2014-02-25,27,8.7,1014.2,10,15.5,21,31.1,42.1,21.9,0.04,0,513
"383",7,2016,2,27,2016-02-27,30.7,11.4,1016.4,10,11.6,21,27,42.1,25,0,0,388
"384",5,2017,2,16,2017-02-16,36.1,28.8,993.5,9.2,14.4,20,31.1,44.1,21.9,0.63,1,652
"385",6,2018,2,2,2018-02-02,34.2,30.8,1011.1,6.4,11.9,22,28,44.1,23,0.07,0,617
"386",4,2017,2,15,2017-02-15,36.6,32.7,1002.8,7.5,8.7,19,25.1,44.1,21.9,0,0,603
"387",5,2016,2,18,2016-02-18,36,23.1,1023.3,10,12.5,18.1,25.1,44.1,32,0,0,592
"388",7,2013,2,16,2013-02-16,39.2,35.8,1012.3,9.2,8.6,17.1,21,44.1,34,0,1,449
"389",2,2016,2,8,2016-02-08,36.4,31.4,1009,3.8,25.8,38.1,49.9,44.1,32,0.15,1,501
"390",1,2016,2,7,2016-02-07,38.7,30.1,1022.3,10,6.7,12,15.6,44.1,28,0,0,423
"391",5,2018,2,15,2018-02-15,40.8,40.8,1013.7,2.2,9.7,15,19.5,44.1,30.9,0.35,1,645
"392",1,2017,2,5,2017-02-05,36.1,23.7,1018.7,9.5,11.5,17.1,22,44.1,24.1,0,0,429
"393",5,2018,2,1,2018-02-01,38.3,34.7,1017.2,9.4,11.9,18.1,25.1,44.1,19.9,0,0,594
"394",2,2017,2,6,2017-02-06,37.5,21,1014.7,10,14.4,19,28,44.1,30.9,0.02,0,568
"395",6,2017,2,3,2017-02-03,30.9,14,1020.2,10,9,14,19,44.1,26.1,0,0,609
"396",4,2018,2,14,2018-02-14,36.9,34,1030.5,8.5,8.7,14,18.2,44.1,28,0,0,671
"397",4,2014,2,19,2014-02-19,35,29.4,1015.6,8.9,12.3,21,31.1,44.6,25,0.11,0,552
"398",2,2017,2,13,2017-02-13,35.9,30.3,996.6,6.5,19.7,31.1,42.9,44.6,28.9,0.13,1,642
"399",7,2015,2,14,2015-02-14,20.6,8.9,1016.8,8.6,8.4,21,27.3,33.1,8.1,0,1,436
"400",7,2017,2,4,2017-02-04,28.4,10.8,1021.4,10,14.1,20,25.1,33.1,24.1,0,0,541
"401",3,2017,2,14,2017-02-14,30.1,19.1,1009.9,10,15.1,28,40,33.1,26.6,0,0,688
"402",7,2015,2,7,2015-02-07,27.4,16,1019.2,9.5,10.3,15.9,20.67,33.1,10.9,0,0,449
"403",5,2015,2,26,2015-02-26,28,19.6,1014.9,7.5,12,25.1,31.1,33.1,25,0,1,539
"404",4,2019,2,27,2019-02-27,21.6,-0.8,1027.6,10,10.9,20,32.1,33.1,17.1,0,0,529
"405",3,2015,2,24,2015-02-24,14.3,0.2,1024.1,10,11.9,20,26,33.1,8.1,0,0,580
"406",5,2015,2,12,2015-02-12,31,23.6,1009.5,8.9,9.5,14,18.2,35.1,27,0,0,526
"407",5,2013,2,7,2013-02-07,29.4,13.4,1028.7,10,10.2,14,19,35.1,25,0,0,526
"408",7,2013,2,2,2013-02-02,27.6,10.4,1020.9,10,12.5,19,26,35.1,21.9,0,0,534
"409",6,2015,2,13,2015-02-13,21.8,11,1010.9,8.1,16.2,24.1,33,35.1,14,0.04,0,757
"410",3,2019,2,12,2019-02-12,29.4,19.8,1028.5,8.2,11.2,18.1,24.1,35.1,24.1,0,1,687
"411",5,2017,2,9,2017-02-09,38.1,33.3,1000.6,7,17.8,40,53,51.1,24.1,0.01,1,507
"412",4,2016,2,3,2016-02-03,42.6,37.8,1025.6,9.5,11.9,21,27.3,51.1,30.9,0,0,579
"413",2,2016,2,15,2016-02-15,18.6,7,1034.4,9.3,6,18.1,23.53,35.6,8.1,0,0,291
"414",4,2016,2,24,2016-02-24,46.9,43.7,1020,6,12.7,17.1,22.9,53.6,41,0.03,0,660
"415",2,2017,3,13,2017-03-13,21.9,6.4,1028.8,10,10.9,15.9,25.1,27,15.1,0,0,792
"416",5,2019,3,7,2019-03-07,22.1,1.6,1022.9,10,12.5,19,24.1,28,15.1,0,0,556
"417",3,2014,3,4,2014-03-04,24.8,12.2,1025.5,10,8.3,12,15.6,30,21,0,0,532
"418",4,2019,3,6,2019-03-06,25.4,6,1014.7,10,13.5,18.1,27,30,21.9,0,0,589
"419",4,2014,3,26,2014-03-26,30.8,22.2,1001.4,4.7,28,44.1,71.1,34,26.6,0,1,563
"420",5,2014,3,27,2014-03-27,28.4,8.6,1022.3,10,18.2,24.1,35,34,23,0,0,538
"421",4,2014,3,5,2014-03-05,29.5,18.3,1024.3,9.5,7.1,21,26,36,25,0,0,491
"422",3,2015,3,3,2015-03-03,27,10.3,1026.1,10,10.8,15.9,21,36,23,0.12,0,631
"423",5,2017,3,16,2017-03-16,28.5,11.1,1008,9.8,19.1,25.1,33,36,23,0,0,839
"424",2,2015,3,2,2015-03-02,33.4,27.2,1016.1,6.8,10.9,20,28,36,30.2,0.36,0,650
"425",5,2016,3,3,2016-03-03,29.9,11.8,1019.2,10,12.2,19,28.9,36,25,0.14,0,625
"426",2,2014,3,24,2014-03-24,27.4,8,1017.9,10,13.4,24.1,31.1,36,21.9,0,0,547
"427",2,2017,3,6,2017-03-06,28.9,11.2,1031.6,10,9.9,15.9,17.1,36,12,0,0,618
"428",2,2016,3,14,2016-03-14,43.8,33.8,1022.8,9.5,12.3,20,28.9,46,41,0,0,640
"429",5,2017,3,30,2017-03-30,40,25.9,1020.7,10,12.8,18.1,24.1,46,34,0.15,0,639
"430",5,2019,3,14,2019-03-14,39,33.6,1026.2,10,7.2,11.1,14.43,46,28,0,0,611
"431",2,2018,3,12,2018-03-12,36.7,30.7,1016.1,10,9,20,27,46,27,0,0,679
"432",3,2018,3,13,2018-03-13,35,33.4,995.9,3.4,31,44.1,58.1,46,27,1.54,1,578
"433",5,2017,3,23,2017-03-23,26.4,1.5,1028.6,10,17.1,25.1,35,46,19.9,0,0,703
"434",1,2018,3,25,2018-03-25,35.8,32.8,1024.2,9.3,16.6,26,35.9,46,26.1,0,0,491
"435",5,2018,3,8,2018-03-08,39.6,36.3,999.1,8.2,15.8,27,39,46,34,0.79,0,633
"436",2,2016,3,7,2016-03-07,36.8,26.1,1023.5,9.9,9,18.1,23.53,46,23,0,0,571
"437",7,2019,3,23,2019-03-23,39.3,30.2,999.3,9,21.7,28,38.1,46,32,0,0,530
"438",7,2015,3,14,2015-03-14,38.7,33.3,1025.1,5.8,10.8,21,28,46,26.1,0,1,507
"439",3,2015,3,31,2015-03-31,39.4,31.2,1008,9.8,13.6,20,26,46,33.1,0,0,628
"440",1,2015,3,15,2015-03-15,38.5,33.8,1002.5,7,12.3,21,28.9,46,30.9,1.16,0,459
"441",1,2019,3,24,2019-03-24,39.1,23.6,1016.9,10,15.5,22,28,46,32,0,0,466
"442",5,2014,3,20,2014-03-20,41.7,37.6,1009.6,6.3,14.9,22.9,28,46,37,0.4,1,627
"443",7,2018,3,24,2018-03-24,36.3,30.8,1015.4,10,6.8,15,19.5,46,26.1,0,0,550
"444",6,2019,3,22,2019-03-22,42.3,39.4,997.6,6.9,15,25.1,33,48,36,0.75,0,718
"445",7,2014,3,8,2014-03-08,40.3,33.2,1009,8.9,11,15.9,21,48,35.6,0,1,515
"446",7,2017,3,25,2017-03-25,42.9,36.8,1021.3,8.2,13.1,18.1,22.9,48,37.4,0,0,571
"447",4,2017,3,29,2017-03-29,41.9,37.1,1013.6,8.3,14.4,20,28,48,37,0.43,0,672
"448",4,2018,3,28,2018-03-28,40.4,32.9,1018.5,10,10.1,14,18.2,48,30.9,0,0,629
"449",4,2015,3,11,2015-03-11,42.1,38.5,1012.8,5,12.3,19,25.1,48,28,0.55,1,565
"450",2,2019,3,25,2019-03-25,42.5,32.5,1016.8,9.8,11,17.1,22.23,48,32,0,0,526
"451",5,2015,3,12,2015-03-12,38.1,21.9,1020.9,10,14.1,22.9,31.1,48,33.1,0.25,0,586
"452",3,2019,3,26,2019-03-26,36.9,20.9,1021.3,10,10.8,18.1,25.1,48,28.9,0,0,610
"453",6,2014,3,28,2014-03-28,41.2,35.6,1023.4,8.9,13.7,20,27,48,34,0,0,530
"454",5,2019,3,21,2019-03-21,40.7,32.6,1023,10,12.7,21,26,48,24.1,0,0,624
"455",3,2017,3,28,2017-03-28,40.7,38.5,1015.5,5,8.7,12,17.1,48,37,0.01,1,592
"456",4,2013,3,27,2013-03-27,41.7,30.3,1008.3,10,9.4,15.9,22.9,50,34,0.01,0,441
"457",4,2013,3,13,2013-03-13,46.3,41.1,1007.6,7.1,13.1,19,26,50,41,0.54,0,636
"458",3,2017,3,21,2017-03-21,39.9,26.4,1011.2,10,7.9,11.1,14.43,50,34,0,0,636
"459",3,2013,3,12,2013-03-12,46,43.9,1018.9,7.5,13.1,17.1,26,50,41,0,0,547
"460",4,2017,3,22,2017-03-22,38.6,20.9,1011.4,10,14.8,24.1,36.9,50,27,0,0,617
"461",1,2017,3,26,2017-03-26,37,30,1031.4,9.5,9.8,17.1,26,50,28,0,0,456
"462",5,2013,3,28,2013-03-28,42.5,34.5,1011.7,9.9,12.5,21,25.1,50,37.9,0.02,0,549
"463",7,2014,3,22,2014-03-22,38.1,27.9,1013.6,9.7,11.2,22,31.1,50,23,0,0,493
"464",1,2019,3,17,2019-03-17,36.3,17.7,1018.6,10,13.2,19,25.1,50,30.9,0,0,419
"465",5,2017,3,9,2017-03-09,45.9,34.3,1012,9.1,17.7,22.9,31.1,52,41,0.09,0,665
"466",4,2016,3,2,2016-03-02,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52,37,0.15,0,653
"467",4,2017,3,1,2017-03-01,47.4,45.8,1007,2,11.5,24.1,29.9,52,41,0.03,1,571
"468",5,2017,3,2,2017-03-02,47.8,36.9,999.2,6.9,21.6,28,41,52,37.9,0,0,653
"469",6,2017,3,10,2017-03-10,35.5,26.4,1012.1,5.8,12.1,22,28.9,52,30,0,1,612
"470",7,2013,3,30,2013-03-30,44.5,35.1,1017.4,10,7,13,17.1,52,37.9,0.02,0,513
"471",6,2013,3,29,2013-03-29,45.2,34.3,1016.4,10,8.9,14,20,54,39,0.02,0,520
"472",7,2019,3,30,2019-03-30,46.1,42.4,1020.5,9.4,7.7,15.9,20.67,54,36,0,0,516
"473",6,2016,3,18,2016-03-18,47,37,1006.7,9.9,12.3,20,29.9,54,39,0,0,644
"474",7,2016,3,19,2016-03-19,40,21.4,1016,10,10,15,20,54,35.1,0,0,540
"475",3,2016,3,1,2016-03-01,43.2,29,1016.6,9.3,12.1,17.1,22.9,54,39,0,0,662
"476",3,2016,3,15,2016-03-15,48.3,45.7,1010.6,3.4,17.3,25.1,35,54,41,0.57,1,608
"477",5,2016,3,24,2016-03-24,45.1,38.1,1020.2,9.6,11.3,15.9,24.1,54,42.1,0,0,635
"478",6,2015,3,6,2015-03-06,22.7,12.6,1028.3,8.3,11.7,19,26,37,16,0.01,0,939
"479",2,2018,3,19,2018-03-19,30.5,6.6,1011.7,10,12.2,20,26,37,21,0,0,686
"480",7,2017,3,4,2017-03-04,22.9,0.1,1026.4,9.9,17.8,25.1,33,37,18,0,0,536
"481",7,2019,3,2,2019-03-02,35.1,32.5,1016.8,6,16.1,28,35.9,37,33.1,0.35,0,642
"482",3,2014,3,18,2014-03-18,27.7,14.7,1023.7,10,8.7,15,20,37,18,0,0,551
"483",2,2013,3,18,2013-03-18,32.1,15.5,1027.6,10,9,15.9,20,37,26.1,0,0,623
